chapter,method,turn_id,text,speaker,character
34,span-based,88,I have an answer for you—hear it.,St. John Rivers,Jane
34,span-based,88,I have watched you ever since we first met: I have made you my study for ten months.,St. John Rivers,Jane
34,span-based,88,I have proved you in that time by sundry tests: and what have I seen and elicited?,St. John Rivers,Jane
34,span-based,88,"In the village school I found you could perform well, punctually, uprightly, labour uncongenial to your habits and inclinations; I saw you could perform it with capacity and tact: you could win while you controlled.",St. John Rivers,Jane
34,span-based,88,"In the calm with which you learnt you had become suddenly rich, I read a mind clear of the vice of Demas:—lucre had no undue power over you.",St. John Rivers,Jane
34,span-based,88,"In the resolute readiness with which you cut your wealth into four shares, keeping but one to yourself, and relinquishing the three others to the claim of abstract justice, I recognised a soul that revelled in the flame and excitement of sacrifice.",St. John Rivers,Jane
34,span-based,88,"In the tractability with which, at my wish, you forsook a study in which you were interested, and adopted another because it interested me; in the untiring assiduity with which you have since persevered in it—in the unflagging energy and unshaken temper with which you have met its difficulties—I acknowledge the complement of the qualities I seek.",St. John Rivers,Jane
34,span-based,88,"Jane, you are docile, diligent, disinterested, faithful, constant, and courageous; very gentle, and very heroic: cease to mistrust yourself—I can trust you unreservedly.",St. John Rivers,Jane
34,span-based,88,"As a conductress of Indian schools, and a helper amongst Indian women, your assistance will be to me invaluable.",St. John Rivers,Jane
34,span-based,90,"I _can_ do what he wants me to do: I am forced to see and acknowledge that,",Jane,Mr. Rochester
34,span-based,91,What then?,Jane,St. John Rivers
34,span-based,91,"He does not care for that: when my time came to die, he would resign me, in all serenity and sanctity, to the God who gave me.",Jane,Mr. Rochester
34,span-based,91,The case is very plain before me.,Jane,Mr. Rochester
34,span-based,91,"Rochester is not there; and if he were, what is, what can that ever be to me?",Jane,Mr. Rochester
34,span-based,91,"My business is to live without him now: nothing so absurd, so weak as to drag on from day to day, as if I were waiting some impossible change in circumstances, which might reunite me to him.",Jane,Mr. Rochester
34,span-based,91,Of course (as St. John once said) I must seek another interest in life to replace the one lost: is not the occupation he now offers me truly the most glorious man can adopt or God assign?,Jane,St. John Rivers
34,span-based,91,Of course (as St. John once said) I must seek another interest in life to replace the one lost: is not the occupation he now offers me truly the most glorious man can adopt or God assign?,Jane,Mr. Rochester
34,span-based,91,"If I join St. John, I abandon half myself: if I go to India, I go to premature death.",Jane,St. John Rivers
34,span-based,91,"And how will the interval between leaving England for India, and India for the grave, be filled?",Jane,St. John Rivers
34,span-based,91,"That, too, is very clear to my vision.",Jane,St. John Rivers
34,span-based,91,"By straining to satisfy St. John till my sinews ache, I _shall_ satisfy him—to the finest central point and farthest outward circle of his expectations.",Jane,St. John Rivers
34,span-based,91,"If I _do_ go with him—if I _do_ make the sacrifice he urges, I will make it absolutely: I will throw all on the altar—heart, vitals, the entire victim.",Jane,St. John Rivers
34,span-based,91,"He will never love me; but he shall approve me; I will show him energies he has not yet seen, resources he has never suspected.",Jane,St. John Rivers
34,span-based,91,"Yes, I can work as hard as he can, and with as little grudging.",Jane,St. John Rivers
34,span-based,92,"Consent, then, to his demand is possible: but for one item—one dreadful item.",Jane,St. John Rivers
34,span-based,92,"It is—that he asks me to be his wife, and has no more of a husband’s heart for me than that frowning giant of a rock, down which the stream is foaming in yonder gorge.",Jane,St. John Rivers
34,span-based,92,He prizes me as a soldier would a good weapon; and that is all.,Jane,Mr. Rochester
34,span-based,92,"Unmarried to him, this would never grieve me; but can I let him complete his calculations—coolly put into practice his plans—go through the wedding ceremony?",Jane,Mr. Rochester
34,span-based,92,"Can I receive from him the bridal ring, endure all the forms of love (which I doubt not he would scrupulously observe) and know that the spirit was quite absent?",Jane,Mr. Rochester
34,span-based,92,Can I bear the consciousness that every endearment he bestows is a sacrifice made on principle?,Jane,Mr. Rochester
34,span-based,92,"As his sister, I might accompany him—not as his wife: I will tell him so.",Jane,Mr. Rochester
34,span-based,94,"Your answer requires a commentary,",St. John Rivers,Jane
34,span-based,96,"You have hitherto been my adopted brother—I, your adopted sister: let us continue as such: you and I had better not marry.",Jane,St. John Rivers
34,span-based,97,"If you were my real sister it would be different: I should take you, and seek no wife.",St. John Rivers,Jane
34,span-based,97,"Do you not see it, Jane?",St. John Rivers,Jane
34,span-based,97,Consider a moment—your strong sense will guide you.,St. John Rivers,Jane
34,span-based,99,"I regard you as a brother—you, me as a sister: so let us continue.",Jane,St. John Rivers
34,span-based,100,"We cannot—we cannot,",St. John Rivers,Jane
34,span-based,101,You have said you will go with me to India: remember—you have said that.,St. John Rivers,Jane
34,span-based,103,"To the main point—the departure with me from England, the co-operation with me in my future labours—you do not object.",St. John Rivers,Jane
34,span-based,103,You have already as good as put your hand to the plough: you are too consistent to withdraw it.,St. John Rivers,Jane
34,span-based,103,You have but one end to keep in view—how the work you have undertaken can best be done.,St. John Rivers,Jane
34,span-based,103,"Simplify your complicated interests, feelings, thoughts, wishes, aims; merge all considerations in one purpose: that of fulfilling with effect—with power—the mission of your great Master.",St. John Rivers,Jane
34,span-based,103,"To do so, you must have a coadjutor: not a brother—that is a loose tie—but a husband.",St. John Rivers,Jane
34,span-based,103,"To do so, you must have a coadjutor: not a brother—that is a loose tie—but a husband.",St. John Rivers,Mr. Rivers
34,span-based,103,"I, too, do not want a sister: a sister might any day be taken from me.",St. John Rivers,Jane
34,span-based,103,"I want a wife: the sole helpmeet I can influence efficiently in life, and retain absolutely till death.",St. John Rivers,Jane
34,span-based,104,"Seek one elsewhere than in me, St. John: seek one fitted to you.",Jane,St. John Rivers
34,span-based,105,"One fitted to my purpose, you mean—fitted to my vocation.",St. John Rivers,Jane
34,span-based,105,"Again I tell you it is not the insignificant private individual—the mere man, with the man’s selfish senses—I wish to mate: it is the missionary.",St. John Rivers,Jane
34,span-based,106,And I will give the missionary my energies—it is all he wants—but not myself: that would be only adding the husk and shell to the kernel.,Jane,St. John Rivers
34,span-based,106,For them he has no use: I retain them.,Jane,St. John Rivers
34,span-based,107,It is the cause of God I advocate: it is under His standard I enlist you.,St. John Rivers,Jane
34,span-based,109,_You_ do not want it.,Jane,St. John Rivers
34,span-based,110,"Is she sarcastic, and sarcastic to _me!_",St. John Rivers,Jane
34,span-based,113,"I trust, Jane, you are in earnest when you say you will serve your heart to God: it is all I want.",St. John Rivers,Jane
34,span-based,113,"Once wrench your heart from man, and fix it on your Maker, the advancement of that Maker’s spiritual kingdom on earth will be your chief delight and endeavour; you will be ready to do at once whatever furthers that end.",St. John Rivers,Jane
34,span-based,113,"You will see what impetus would be given to your efforts and mine by our physical and mental union in marriage: the only union that gives a character of permanent conformity to the destinies and designs of human beings; and, passing over all minor caprices—all trivial difficulties and delicacies of feeling—all scruple about the degree, kind, strength or tenderness of mere personal inclination—you will hasten to enter into that union at once.",St. John Rivers,Jane
34,span-based,117,"I repeat I freely consent to go with you as your fellow-missionary, but not as your wife; I cannot marry you and become part of you.",Jane,St. John Rivers
34,span-based,118,"A part of me you must become,",St. John Rivers,Jane
34,span-based,119,"How can I, a man not yet thirty, take out with me to India a girl of nineteen, unless she be married to me?",St. John Rivers,Jane
34,span-based,122,It is known that you are not my sister; I cannot introduce you as such: to attempt it would be to fasten injurious suspicions on us both.,St. John Rivers,Jane
34,span-based,122,"And for the rest, though you have a man’s vigorous brain, you have a woman’s heart and—it would not do.",St. John Rivers,Jane
34,span-based,124,"I have a woman’s heart, but not where you are concerned; for you I have only a comrade’s constancy; a fellow-soldier’s frankness, fidelity, fraternity, if you like; a neophyte’s respect and submission to his hierophant: nothing more—don’t fear.",Jane,St. John Rivers
34,span-based,126,"Jane, you would not repent marrying me—be certain of that; we _must_ be married.",St. John Rivers,Jane
34,span-based,126,I repeat it: there is no other way; and undoubtedly enough of love would follow upon marriage to render the union right even in your eyes.,St. John Rivers,Jane
34,span-based,127,"I scorn your idea of love,",Jane,St. John Rivers
34,span-based,129,"I scarcely expected to hear that expression from you,",St. John Rivers,Jane
34,span-based,130,I think I have done and uttered nothing to deserve scorn.,St. John Rivers,Jane
34,span-based,131,"My dear cousin, abandon your scheme of marriage—forget it.",Jane,St. John Rivers
34,span-based,133,"it is a long-cherished scheme, and the only one which can secure my great end: but I shall urge you no further at present.",St. John Rivers,Jane
34,span-based,133,"I shall be absent a fortnight—take that space of time to consider my offer: and do not forget that if you reject it, it is not me you deny, but God.",St. John Rivers,Jane
34,span-based,133,"Through my means, He opens to you a noble career; as my wife only can you enter upon it.",St. John Rivers,Jane
34,span-based,133,"Refuse to be my wife, and you limit yourself for ever to a track of selfish ease and barren obscurity.",St. John Rivers,Jane
34,span-based,133,"Tremble lest in that case you should be numbered with those who have denied the faith, and are worse than infidels!",St. John Rivers,Jane
34,span-based,135,"I see you and St. John have been quarrelling, Jane,",Diana Rivers,Jane
34,span-based,136,during your walk on the moor.,Diana Rivers,St. John Rivers
34,span-based,136,But go after him; he is now lingering in the passage expecting you—he will make it up.,Diana Rivers,St. John Rivers
34,span-based,136,But go after him; he is now lingering in the passage expecting you—he will make it up.,Diana Rivers,Jane
34,span-based,137,"Good-night, St. John,",Jane,St. John Rivers
34,span-based,138,"Good-night, Jane,",St. John Rivers,Jane
35,span-based,0,"St. John, I am unhappy because you are still angry with me.",Jane,St. John Rivers
35,span-based,0,Let us be friends.,Jane,St. John Rivers
35,span-based,2,"No, St. John, we are not friends as we were.",Jane,St. John Rivers
35,span-based,3,Are we not?,St. John Rivers,Jane
35,span-based,3,"For my part, I wish you no ill and all good.",St. John Rivers,Jane
35,span-based,6,"Your wish is reasonable, and I am far from regarding you as a stranger.",St. John Rivers,Jane
35,span-based,7,"Must we part in this way, St. John?",Jane,St. John Rivers
35,span-based,7,"And when you go to India, will you leave me so, without a kinder word than you have yet spoken?",Jane,St. John Rivers
35,span-based,8,"When I go to India, Jane, will I leave you!",St. John Rivers,Jane
35,span-based,8,do you not go to India?,St. John Rivers,Jane
35,span-based,9,You said I could not unless I married you.,Jane,St. John Rivers
35,span-based,10,And you will not marry me!,St. John Rivers,Jane
35,span-based,11,"St. John, I will not marry you.",Jane,St. John Rivers
35,span-based,14,"because you did not love me; now, I reply, because you almost hate me.",Jane,St. John Rivers
35,span-based,14,"If I were to marry you, you would kill me.",Jane,St. John Rivers
35,span-based,15,_I should kill you_—_I am killing you_?,St. John Rivers,Jane
35,span-based,16,"Now you will indeed hate me,",Jane,Mr. Rochester
35,span-based,17,It is useless to attempt to conciliate you: I see I have made an eternal enemy of you.,Jane,Mr. Rochester
35,span-based,19,"I have no intention to grieve or pain you—indeed, I have not.",Jane,Mr. Rochester
35,span-based,20,"And now you recall your promise, and will not go to India at all, I presume?",St. John Rivers,Jane
35,span-based,21,"Yes, I will, as your assistant,",Jane,Mr. Rochester
35,span-based,22,I before proved to you the absurdity of a single woman of your age proposing to accompany abroad a single man of mine.,St. John Rivers,Jane
35,span-based,22,"I proved it to you in such terms as, I should have thought, would have prevented your ever again alluding to the plan.",St. John Rivers,Jane
35,span-based,23,"You are not really shocked: for, with your superior mind, you cannot be either so dull or so conceited as to misunderstand my meaning.",Jane,St. John Rivers
35,span-based,23,"I say again, I will be your curate, if you like, but never your wife.",Jane,St. John Rivers
35,span-based,24,"With me, then, it seems, you cannot go: but if you are sincere in your offer, I will, while in town, speak to a married missionary, whose wife needs a coadjutor.",St. John Rivers,Jane
35,span-based,24,Your own fortune will make you independent of the Society’s aid; and thus you may still be spared the dishonour of breaking your promise and deserting the band you engaged to join.,St. John Rivers,Jane
35,span-based,25,"With you I would have ventured much, because I admire, confide in, and, as a sister, I love you; but I am convinced that, go when and with whom I would, I should not live long in that climate.",Jane,St. John Rivers
35,span-based,26,"you are afraid of yourself,",St. John Rivers,Jane
35,span-based,27,"God did not give me my life to throw away; and to do as you wish me would, I begin to think, be almost equivalent to committing suicide.",Jane,St. John Rivers
35,span-based,28,What do you mean?,St. John Rivers,Mary
35,span-based,30,I know where your heart turns and to what it clings.,St. John Rivers,Jane
35,span-based,30,The interest you cherish is lawless and unconsecrated.,St. John Rivers,Jane
35,span-based,30,Long since you ought to have crushed it: now you should blush to allude to it.,St. John Rivers,Jane
35,span-based,30,You think of Mr. Rochester?,St. John Rivers,Mr. Rochester
35,span-based,31,Are you going to seek Mr. Rochester?,Diana Rivers,Jane
35,span-based,31,Are you going to seek Mr. Rochester?,Diana Rivers,Mr. Rochester
35,span-based,32,I must find out what is become of him.,Jane,Mr. Rochester
35,span-based,34,"to remember you in my prayers, and to entreat God for you, in all earnestness, that you may not indeed become a castaway.",St. John Rivers,Jane
35,span-based,34,I had thought I recognised in you one of the chosen.,St. John Rivers,Jane
35,span-based,35,"Jane,",St. John Rivers,Jane
35,span-based,36,you are always agitated and pale now.,Diana Rivers,Jane
35,span-based,36,Tell me what business St. John and you have on hands.,Diana Rivers,Jane
35,span-based,36,Tell me what business St. John and you have on hands.,Diana Rivers,St. John Rivers
35,span-based,36,"I have watched you this half hour from the window; you must forgive my being such a spy, but for a long time I have fancied I hardly know what.",Diana Rivers,Jane
35,span-based,36,St. John is a strange being—,Diana Rivers,St. John Rivers
35,span-based,37,"That brother of mine cherishes peculiar views of some sort respecting you, I am sure: he has long distinguished you by a notice and interest he never showed to any one else—to what end?",Diana Rivers,St. John Rivers
35,span-based,37,"That brother of mine cherishes peculiar views of some sort respecting you, I am sure: he has long distinguished you by a notice and interest he never showed to any one else—to what end?",Diana Rivers,Jane
35,span-based,37,"I wish he loved you—does he, Jane?",Diana Rivers,St. John Rivers
35,span-based,37,"I wish he loved you—does he, Jane?",Diana Rivers,Jane
35,span-based,38,"No, Die, not one whit.",Jane,Diana Rivers
35,span-based,39,"Then why does he follow you so with his eyes, and get you so frequently alone with him, and keep you so continually at his side?",Diana Rivers,St. John Rivers
35,span-based,39,"Then why does he follow you so with his eyes, and get you so frequently alone with him, and keep you so continually at his side?",Diana Rivers,Jane
35,span-based,39,Mary and I had both concluded he wished you to marry him.,Diana Rivers,Mary Rivers
35,span-based,39,Mary and I had both concluded he wished you to marry him.,Diana Rivers,St. John Rivers
35,span-based,39,Mary and I had both concluded he wished you to marry him.,Diana Rivers,Jane
35,span-based,39,Mary and I had both concluded he wished you to marry him.,Diana Rivers,Mary
35,span-based,40,He does—he has asked me to be his wife.,Jane,St. John Rivers
35,span-based,41,That is just what we hoped and thought!,Diana Rivers,Mary Rivers
35,span-based,41,"And you will marry him, Jane, won’t you?",Diana Rivers,Jane
35,span-based,41,"And you will marry him, Jane, won’t you?",Diana Rivers,St. John Rivers
35,span-based,41,And then he will stay in England.,Diana Rivers,St. John Rivers
35,span-based,42,"Far from that, Diana; his sole idea in proposing to me is to procure a fitting fellow-labourer in his Indian toils.",Jane,Diana Rivers
35,span-based,42,"Far from that, Diana; his sole idea in proposing to me is to procure a fitting fellow-labourer in his Indian toils.",Jane,St. John Rivers
35,span-based,43,He wishes you to go to India?,Diana Rivers,Mr. Rochester
35,span-based,43,He wishes you to go to India?,Diana Rivers,Jane
35,span-based,46,"You never shall go: you have not consented, have you, Jane?",Diana Rivers,Jane
35,span-based,47,I have refused to marry him—,Jane,Mr. Rochester
35,span-based,48,And have consequently displeased him?,Diana Rivers,Mr. Rochester
35,span-based,49,"Deeply: he will never forgive me, I fear: yet I offered to accompany him as his sister.",Jane,Mr. Rochester
35,span-based,49,"Deeply: he will never forgive me, I fear: yet I offered to accompany him as his sister.",Jane,Diana Rivers
35,span-based,50,"It was frantic folly to do so, Jane.",Diana Rivers,Jane
35,span-based,50,"Think of the task you undertook—one of incessant fatigue, where fatigue kills even the strong, and you are weak.",Diana Rivers,Mr. Rochester
35,span-based,50,"Think of the task you undertook—one of incessant fatigue, where fatigue kills even the strong, and you are weak.",Diana Rivers,Jane
35,span-based,50,"St. John—you know him—would urge you to impossibilities: with him there would be no permission to rest during the hot hours; and unfortunately, I have noticed, whatever he exacts, you force yourself to perform.",Diana Rivers,St. John Rivers
35,span-based,50,"St. John—you know him—would urge you to impossibilities: with him there would be no permission to rest during the hot hours; and unfortunately, I have noticed, whatever he exacts, you force yourself to perform.",Diana Rivers,Jane
35,span-based,50,I am astonished you found courage to refuse his hand.,Diana Rivers,Jane
35,span-based,50,I am astonished you found courage to refuse his hand.,Diana Rivers,St. John Rivers
35,span-based,50,"You do not love him then, Jane?",Diana Rivers,St. John Rivers
35,span-based,50,"You do not love him then, Jane?",Diana Rivers,Jane
35,span-based,52,Yet he is a handsome fellow.,Diana Rivers,St. John Rivers
35,span-based,53,"And I am so plain, you see, Die.",Jane,Diana Rivers
35,span-based,56,"for when just now I repeated the offer of serving him for a deacon, he expressed himself shocked at my want of decency.",Jane,St. John Rivers
35,span-based,56,"He seemed to think I had committed an impropriety in proposing to accompany him unmarried: as if I had not from the first hoped to find in him a brother, and habitually regarded him as such.",Jane,St. John Rivers
35,span-based,57,"What makes you say he does not love you, Jane?",Diana Rivers,St. John Rivers
35,span-based,57,"What makes you say he does not love you, Jane?",Diana Rivers,Jane
35,span-based,58,You should hear himself on the subject.,Jane,St. John Rivers
35,span-based,58,"He has again and again explained that it is not himself, but his office he wishes to mate.",Jane,St. John Rivers
35,span-based,58,"Would it not be strange, Die, to be chained for life to a man who regarded one but as a useful tool?",Jane,St. John Rivers
35,span-based,59,Insupportable—unnatural—out of the question!,Diana Rivers,St. John Rivers
35,span-based,60,"And then,",Jane,St. John Rivers
35,span-based,61,"though I have only sisterly affection for him now, yet, if forced to be his wife, I can imagine the possibility of conceiving an inevitable, strange, torturing kind of love for him, because he is so talented; and there is often a certain heroic grandeur in his look, manner, and conversation.",Jane,St. John Rivers
35,span-based,61,"In that case, my lot would become unspeakably wretched.",Jane,St. John Rivers
35,span-based,61,"He would not want me to love him; and if I showed the feeling, he would make me sensible that it was a superfluity, unrequired by him, unbecoming in me.",Jane,St. John Rivers
35,span-based,61,I know he would.,Jane,St. John Rivers
35,span-based,62,"And yet St. John is a good man,",Diana Rivers,St. John Rivers
35,span-based,63,"He is a good and a great man; but he forgets, pitilessly, the feelings and claims of little people, in pursuing his own large views.",Jane,St. John Rivers
35,span-based,63,"It is better, therefore, for the insignificant to keep out of his way, lest, in his progress, he should trample them down.",Jane,St. John Rivers
35,span-based,63,Here he comes!,Jane,St. John Rivers
35,span-based,66,"Thank you, Jane.",St. John Rivers,Jane
35,span-based,66,"As I said, I shall return from Cambridge in a fortnight: that space, then, is yet left you for reflection.",St. John Rivers,Jane
35,span-based,66,"If I listened to human pride, I should say no more to you of marriage with me; but I listen to my duty, and keep steadily in view my first aim—to do all things to the glory of God.",St. John Rivers,Jane
35,span-based,66,"I cannot give you up to perdition as a vessel of wrath: repent—resolve, while there is yet time.",St. John Rivers,Jane
35,span-based,66,God give you strength to choose that better part which shall not be taken from you!,St. John Rivers,Jane
35,span-based,67,Could you decide now?,St. John Rivers,Jane
35,span-based,69,"were I but convinced that it is God’s will I should marry you, I could vow to marry you here and now—come afterwards what would!",Jane,St. John Rivers
35,span-based,72,What have you heard?,St. John Rivers,Jane
35,span-based,72,What do you see?,St. John Rivers,Jane
35,span-based,73,Jane!,Mr. Rochester,Jane
35,span-based,73,Jane!,Mr. Rochester,Jane
35,span-based,73,Jane!,Mr. Rochester,Jane
21,span-based,0,"I daresay you hardly remember me, Miss,",Robert L,Jane
21,span-based,1,"but my name is Leaven: I lived coachman with Mrs. Reed when you were at Gateshead, eight or nine years since, and I live there still.",Robert L,Jane
21,span-based,1,"but my name is Leaven: I lived coachman with Mrs. Reed when you were at Gateshead, eight or nine years since, and I live there still.",Robert L,Mrs. Reed
21,span-based,2,"Oh, Robert!",Jane,Robert L
21,span-based,2,how do you do?,Jane,Robert L
21,span-based,2,I remember you very well: you used to give me a ride sometimes on Miss Georgiana’s bay pony.,Jane,Robert L
21,span-based,2,I remember you very well: you used to give me a ride sometimes on Miss Georgiana’s bay pony.,Jane,Georgiana Reed
21,span-based,2,And how is Bessie?,Jane,Bessie
21,span-based,2,You are married to Bessie?,Jane,Robert L
21,span-based,2,You are married to Bessie?,Jane,Bessie
21,span-based,3,"Yes, Miss: my wife is very hearty, thank you; she brought me another little one about two months since—we have three now—and both mother and child are thriving.",Robert L,Bessie
21,span-based,5,"I am sorry I can’t give you better news of them, Miss: they are very badly at present—in great trouble.",Robert L,Jane
21,span-based,7,"Mr. John died yesterday was a week, at his chambers in London.",Robert L,John Reed
21,span-based,8,Mr. John?,Mrs. Reed,John Reed
21,span-based,10,And how does his mother bear it?,Jane,Mrs. Reed
21,span-based,11,"Why, you see, Miss Eyre, it is not a common mishap: his life has been very wild: these last three years he gave himself up to strange ways, and his death was shocking.",Robert L,Jane
21,span-based,11,"Why, you see, Miss Eyre, it is not a common mishap: his life has been very wild: these last three years he gave himself up to strange ways, and his death was shocking.",Robert L,John Reed
21,span-based,12,I heard from Bessie he was not doing well.,Bessie,John Reed
21,span-based,12,I heard from Bessie he was not doing well.,Bessie,Bessie
21,span-based,13,He could not do worse: he ruined his health and his estate amongst the worst men and the worst women.,Robert L,John Reed
21,span-based,13,"He got into debt and into jail: his mother helped him out twice, but as soon as he was free he returned to his old companions and habits.",Robert L,John Reed
21,span-based,13,"He got into debt and into jail: his mother helped him out twice, but as soon as he was free he returned to his old companions and habits.",Robert L,Mrs. Reed
21,span-based,13,His head was not strong: the knaves he lived amongst fooled him beyond anything I ever heard.,Robert L,John Reed
21,span-based,13,He came down to Gateshead about three weeks ago and wanted missis to give up all to him.,Robert L,John Reed
21,span-based,13,He came down to Gateshead about three weeks ago and wanted missis to give up all to him.,Robert L,Mrs. Reed
21,span-based,13,"Missis refused: her means have long been much reduced by his extravagance; so he went back again, and the next news was that he was dead.",Robert L,John Reed
21,span-based,13,"Missis refused: her means have long been much reduced by his extravagance; so he went back again, and the next news was that he was dead.",Robert L,Mrs. Reed
21,span-based,13,"How he died, God knows!—they say he killed himself.",Robert L,John Reed
21,span-based,14,"Missis had been out of health herself for some time: she had got very stout, but was not strong with it; and the loss of money and fear of poverty were quite breaking her down.",Robert L,Mrs. Reed
21,span-based,14,The information about Mr. John’s death and the manner of it came too suddenly: it brought on a stroke.,Robert L,John Reed
21,span-based,14,"She was three days without speaking; but last Tuesday she seemed rather better: she appeared as if she wanted to say something, and kept making signs to my wife and mumbling.",Robert L,Mrs. Reed
21,span-based,14,"She was three days without speaking; but last Tuesday she seemed rather better: she appeared as if she wanted to say something, and kept making signs to my wife and mumbling.",Robert L,Bessie
21,span-based,14,"It was only yesterday morning, however, that Bessie understood she was pronouncing your name; and at last she made out the words, ‘Bring Jane—fetch Jane Eyre: I want to speak to her.’ Bessie is not sure whether she is in her right mind, or means anything by the words; but she told Miss Reed and Miss Georgiana, and advised them to send for you.",Robert L,Bessie
21,span-based,14,"It was only yesterday morning, however, that Bessie understood she was pronouncing your name; and at last she made out the words, ‘Bring Jane—fetch Jane Eyre: I want to speak to her.’ Bessie is not sure whether she is in her right mind, or means anything by the words; but she told Miss Reed and Miss Georgiana, and advised them to send for you.",Robert L,Mrs. Reed
21,span-based,14,"It was only yesterday morning, however, that Bessie understood she was pronouncing your name; and at last she made out the words, ‘Bring Jane—fetch Jane Eyre: I want to speak to her.’ Bessie is not sure whether she is in her right mind, or means anything by the words; but she told Miss Reed and Miss Georgiana, and advised them to send for you.",Robert L,Georgiana Reed
21,span-based,14,"It was only yesterday morning, however, that Bessie understood she was pronouncing your name; and at last she made out the words, ‘Bring Jane—fetch Jane Eyre: I want to speak to her.’ Bessie is not sure whether she is in her right mind, or means anything by the words; but she told Miss Reed and Miss Georgiana, and advised them to send for you.",Robert L,Jane
21,span-based,14,"The young ladies put it off at first; but their mother grew so restless, and said, ‘Jane, Jane,’ so many times, that at last they consented.",Robert L,Mrs. Reed
21,span-based,14,"The young ladies put it off at first; but their mother grew so restless, and said, ‘Jane, Jane,’ so many times, that at last they consented.",Robert L,Jane
21,span-based,16,Bessie said she was sure you would not refuse: but I suppose you will have to ask leave before you can get off?,Robert L,Jane
21,span-based,16,Bessie said she was sure you would not refuse: but I suppose you will have to ask leave before you can get off?,Robert L,Bessie
21,span-based,18,What can the creeping creature want now?,,Jane
21,span-based,19,"Mr. Rochester,",Mr. Rochester,Mr. Rochester
21,span-based,20,Does that person want you?,Mr. Rochester,Jane
21,span-based,22,"Well, Jane?",Mr. Rochester,Jane
21,span-based,23,"If you please, sir, I want leave of absence for a week or two.",Jane,Mr. Rochester
21,span-based,28,Who may she be that sends for people to see her that distance?,Mr. Rochester,Mrs. Reed
21,span-based,29,"Her name is Reed, sir—Mrs.",Jane,Mrs. Reed
21,span-based,29,Reed.,Jane,Mrs. Reed
21,span-based,30,Reed of Gateshead?,Mr. Rochester,Mrs. Reed
21,span-based,30,"There was a Reed of Gateshead, a magistrate.",Mr. Rochester,Mrs. Reed
21,span-based,32,And what have you to do with her?,Mr. Rochester,Jane
21,span-based,32,And what have you to do with her?,Mr. Rochester,Mrs. Reed
21,span-based,32,How do you know her?,Mr. Rochester,Jane
21,span-based,32,How do you know her?,Mr. Rochester,Mrs. Reed
21,span-based,33,Mr. Reed was my uncle—my mother’s brother.,Jane,John Reed
21,span-based,33,Mr. Reed was my uncle—my mother’s brother.,Jane,Mrs. Reed
21,span-based,34,You never told me that before: you always said you had no relations.,Mr. Rochester,Jane
21,span-based,35,"Mr. Reed is dead, and his wife cast me off.",Jane,John Reed
21,span-based,35,"Mr. Reed is dead, and his wife cast me off.",Jane,Mrs. Reed
21,span-based,37,"Because I was poor, and burdensome, and she disliked me.",Jane,Mrs. Reed
21,span-based,38,But Reed left children?—you must have cousins?,Mr. Rochester,John Reed
21,span-based,38,But Reed left children?—you must have cousins?,Mr. Rochester,Jane
21,span-based,38,"Sir George Lynn was talking of a Reed of Gateshead yesterday, who, he said, was one of the veriest rascals on town; and Ingram was mentioning a Georgiana Reed of the same place, who was much admired for her beauty a season or two ago in London.",Mr. Rochester,John Reed
21,span-based,38,"Sir George Lynn was talking of a Reed of Gateshead yesterday, who, he said, was one of the veriest rascals on town; and Ingram was mentioning a Georgiana Reed of the same place, who was much admired for her beauty a season or two ago in London.",Mr. Rochester,Georgiana Reed
21,span-based,39,"John Reed is dead, too, sir: he ruined himself and half-ruined his family, and is supposed to have committed suicide.",Robert L,John Reed
21,span-based,39,The news so shocked his mother that it brought on an apoplectic attack.,Robert L,Mrs. Reed
21,span-based,39,The news so shocked his mother that it brought on an apoplectic attack.,Robert L,John Reed
21,span-based,40,And what good can you do her?,Mr. Rochester,Georgiana Reed
21,span-based,40,"Nonsense, Jane!",Mr. Rochester,Jane
21,span-based,40,"I would never think of running a hundred miles to see an old lady who will, perhaps, be dead before you reach her: besides, you say she cast you off.",Mr. Rochester,Jane
21,span-based,40,"I would never think of running a hundred miles to see an old lady who will, perhaps, be dead before you reach her: besides, you say she cast you off.",Mr. Rochester,Mrs. Reed
21,span-based,41,"Yes, sir, but that is long ago; and when her circumstances were very different: I could not be easy to neglect her wishes now.",Jane,Mrs. Reed
21,span-based,42,How long will you stay?,Mr. Rochester,Jane
21,span-based,46,At all events you _will_ come back: you will not be induced under any pretext to take up a permanent residence with her?,Mr. Rochester,Jane
21,span-based,46,At all events you _will_ come back: you will not be induced under any pretext to take up a permanent residence with her?,Mr. Rochester,Mrs. Reed
21,span-based,48,And who goes with you?,Mr. Rochester,Jane
21,span-based,49,"No, sir, she has sent her coachman.",Jane,Mrs. Reed
21,span-based,51,"Yes, sir, he has lived ten years in the family.",Robert L,Mr. Rochester
21,span-based,52,When do you wish to go?,Mr. Rochester,Jane
21,span-based,53,"Early to-morrow morning, sir.",Jane,Mr. Rochester
21,span-based,54,"Well, you must have some money; you can’t travel without money, and I daresay you have not much: I have given you no salary yet.",Mr. Rochester,Jane
21,span-based,54,"How much have you in the world, Jane?",Mr. Rochester,Jane
21,span-based,55,"Five shillings, sir.",Jane,Mr. Rochester
21,span-based,57,I don’t want change; you know that.,Mr. Rochester,Jane
